# PROCEDURAL OBJECT GENERATION INFO
# ---------------------------------


# SURFACE TYPE	- the name of the surface to apply the objects to
# OBJECT NAME 	- the name of the object to be generated
# SPACING	- the average spacing of the objects
#                 the objects will be placed on average of 1 object every n square metres
# MINDIST	- no objects created closer than this 
# MINROT	- the minimum rotation in degrees
# MAXROT	- the maximum rotation in degrees
# MINSCL	- the min scale of the object in x and y (ignored if the object is dynamic) - NOTE: the collision will not be scaled
# MAXSCL	- the max scale of the object in x and y  (ignored if the object is dynamic) - NOTE: the collision will not be scaled
# MINSCLZ	- the min scale of the object in z (ignored if the object is dynamic) - NOTE: the collision will not be scaled
# MAXSCLZ	- the max scale of the object in z (ignored if the object is dynamic) - NOTE: the collision will not be scaled
# ZOFFMIN	- min offset to add to the object's height
# ZOFFMAX	- maxoffset to add to the object's height
# ALIGN		- whether to align the object to the surface normal
# USEGRID	- whether to place the objects in a rigid grid formation or randomly across the triangle


# SURFACE TYPE		OBJECT NAME		SPACING	MINDIST	MINROT	MAXROT	MINSCL	MAXSCL 	MINSCLZ	MAXSCLZ	ZOFFMIN	zOFFMAX	ALIGN	USEGRID
# ----------------------------------------------------------------------------------------------------------------------------------------------
P_SAND			sjmcacti2		16.0	60.0	0	360	0.9	1.0	0.5	1.0	-0.2	-0.2	0	0
P_SAND			sm_des_pcklypr1		23.0	60.0	0	360	0.9	1.0	0.5	1.0	0.0	0.0	1	0
P_SAND			sand_combush03		10.0	60.0	0	360	1.2	1.5	0.9	1.5	-0.3	-0.3	1	0
P_SAND			sand_combush02		12.0	60.0	0	360	1.2	1.5	0.9	1.5	-0.3	-0.3	1	0
P_SAND          genVEG_bush09		15.0	60.0	0	360	1.0	1.0	1.0	1.0	-1.5	-1.5	1	0
#
#
P_SAND_DENSE		sand_combush03		10.0	60.0	0	360	1.2	1.5	0.9	1.5	-0.3	-0.3	1	0
P_SAND_DENSE		sand_combush02		12.0	60.0	0	360	1.2	1.5	0.9	1.5	-0.3	-0.3	1	0
P_SAND_DENSE		sm_scrub_rock3		19.0	60.0	0	360	1.0	1.0	1.0	1.0	-0.6	-0.6	1	0
P_SAND_DENSE		sand_combush01		12.0	60.0	0	360	1.2	1.5	0.9	1.5	-0.3	-0.3	1	0
P_SAND_DENSE		sand_josh1		20.0	60.0	0	360	1.0	1.0	1.0	1.0	0.0	0.0	0	0
